Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
физ. лицо,списание средств,209.16,безналичный,Гродно,Белинвестбанк-CTOV-454,04-01-2007,12:28:24,успешно,да,6.21
физ. лицо,списание средств,413.1,безналичный,Гомель,МаксБанк-KKDS-498,12-07-2006,22:24:22,успешно,нет,0.0
физ. лицо,списание средств,370.49,наличный,Гродно,Приорбанк-UGRC-171,23-11-2003,12:32:55,неправильный ввод пин-кода,да,26.21
юр. лицо,списание средств,813.58,безналичный,Гомель,Белинвестбанк-WCAB-111,23-07-2022,21:37:41,успешно,нет,0.0
юр. лицо,получение средств,376.06,безналичный,Витебск,МаксБанк-QXUY-184,04-04-2006,14:59:27,успешно,нет,0.0
юр. лицо,списание средств,124.39,безналичный,Витебск,Беларусбанк-RNSO-864,26-03-2002,06:23:07,успешно,нет,0.0
юр. лицо,списание средств,711.97,наличный,Минск,Беларусбанк-ROML-087,03-06-2000,20:25:35,неправильный ввод пин-кода,да,21.77
юр. лицо,получение средств,964.68,наличный,Брест,Приорбанк-ZLDR-267,19-09-2020,09:24:11,успешно,нет,0.0
юр. лицо,списание средств,4744.84,безналичный,Минск,МаксБанк-DXYL-903,30-10-2005,08:19:10,неправильный ввод пин-кода,да,411.45
юр. лицо,списание средств,4803.19,безналичный,Гродно,Белинвестбанк-QCIM-524,19-07-2016,06:15:19,успешно,нет,0.0
юр. лицо,списание средств,2172.58,наличный,Витебск,Беларусбанк-AVDK-109,16-05-2022,22:21:30,успешно,да,81.36
юр. лицо,списание средств,1317.87,наличный,Гродно,МаксБанк-AUEB-635,16-05-2003,19:34:27,неправильный ввод пин-кода,да,50.4
юр. лицо,получение средств,1831.84,наличный,Гродно,Белинвестбанк-MLER-359,23-10-2011,20:49:27,успешно,нет,0.0
юр. лицо,получение средств,4880.29,безналичный,Брест,Белинвестбанк-EFXF-733,27-10-2010,03:54:49,успешно,нет,0.0
физ. лицо,получение средств,3713.01,безналичный,Брест,БелАгропромбанк-MZPS-916,21-05-2014,08:10:38,успешно,нет,0.0
юр. лицо,получение средств,2803.15,безналичный,Брест,Белинвестбанк-MCJC-496,05-04-2024,06:47:53,успешно,нет,0.0
физ. лицо,списание средств,3074.11,наличный,Брест,Белинвестбанк-XLMR-300,24-07-2017,13:37:57,успешно,нет,0.0
физ. лицо,получение средств,2676.33,безналичный,Гомель,БелАгропромбанк-HVMG-274,04-02-2017,15:24:23,успешно,нет,0.0
юр. лицо,списание средств,3324.54,безналичный,Витебск,Беларусбанк-QPXL-609,19-08-2013,17:24:56,успешно,нет,0.0
юр. лицо,списание средств,2392.96,наличный,Брест,Приорбанк-HFVU-858,14-01-2020,11:00:45,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,4721.24,наличный,Витебск,Беларусбанк-GKRV-303,22-09-2021,00:17:16,недостаточно средств,да,310.36
юр. лицо,списание средств,3735.49,безналичный,Минск,МаксБанк-HKQG-653,29-07-2015,10:44:19,неправильный ввод пин-кода,да,305.42
физ. лицо,списание средств,4291.98,наличный,Минск,Приорбанк-SHLN-883,29-02-2004,06:33:57,успешно,нет,0.0
юр. лицо,списание средств,46.46,безналичный,Гродно,МаксБанк-UDSS-893,03-01-2012,15:19:18,успешно,нет,0.0
юр. лицо,списание средств,352.45,наличный,Витебск,Беларусбанк-PYOF-752,25-06-2006,14:37:12,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,2276.03,наличный,Брест,МаксБанк-ZYNX-309,05-05-2024,03:26:05,успешно,нет,0.0
юр. лицо,списание средств,691.87,наличный,Гомель,Приорбанк-RMWO-387,12-02-2004,23:14:16,успешно,да,36.73
физ. лицо,списание средств,1715.55,безналичный,Витебск,Белинвестбанк-OLOR-955,14-12-2024,18:43:46,недостаточно средств,нет,0.0
юр. лицо,списание средств,1840.05,безналичный,Витебск,Белинвестбанк-HBHZ-945,10-10-2014,07:34:30,успешно,нет,0.0
юр. лицо,списание средств,2928.62,наличный,Витебск,Белинвестбанк-AVEE-423,12-09-2001,23:52:02,недостаточно средств,да,107.15
физ. лицо,получение средств,4207.28,наличный,Гомель,Приорбанк-LHTJ-426,28-12-2005,00:11:02,успешно,нет,0.0
юр. лицо,списание средств,3446.86,наличный,Витебск,Беларусбанк-JEXZ-637,16-04-2002,17:41:03,неправильный ввод пин-кода,да,169.92
физ. лицо,получение средств,1910.71,наличный,Могилев,МаксБанк-HFCN-880,02-06-2006,17:43:23,успешно,нет,0.0
физ. лицо,списание средств,1166.89,наличный,Минск,БелАгропромбанк-FVVU-641,10-11-2023,07:38:17,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2202.59,наличный,Минск,Приорбанк-MNKH-847,21-07-2015,14:35:21,успешно,нет,0.0
юр. лицо,получение средств,2096.32,наличный,Брест,Беларусбанк-EBXZ-912,20-04-2021,13:18:14,успешно,нет,0.0
юр. лицо,списание средств,2389.01,безналичный,Минск,Приорбанк-IHGI-013,09-02-2006,21:09:09,недостаточно средств,да,132.56
физ. лицо,получение средств,3559.87,безналичный,Брест,Приорбанк-YUSN-305,03-10-2018,13:16:43,успешно,нет,0.0
физ. лицо,получение средств,58.88,наличный,Минск,МаксБанк-JCSE-249,17-12-2001,21:54:28,успешно,нет,0.0
юр. лицо,списание средств,2046.08,безналичный,Могилев,БелАгропромбанк-IOSX-594,28-12-2012,03:52:59,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,527.58,наличный,Минск,Белинвестбанк-ZZEI-538,19-05-2017,13:05:57,успешно,нет,0.0
физ. лицо,списание средств,3066.85,безналичный,Гродно,Белинвестбанк-ICBV-998,12-06-2009,23:54:14,недостаточно средств,нет,0.0
физ. лицо,получение средств,1076.63,наличный,Гродно,МаксБанк-SLWX-101,28-11-2019,13:33:01,успешно,нет,0.0
физ. лицо,списание средств,2708.91,безналичный,Гродно,Приорбанк-WIMK-159,12-01-2021,06:52:14,успешно,да,43.05
юр. лицо,получение средств,3833.64,безналичный,Гродно,Беларусбанк-JNIN-643,31-05-2002,18:23:32,успешно,нет,0.0
физ. лицо,получение средств,4392.12,безналичный,Гомель,МаксБанк-SBQC-138,21-02-2001,23:22:26,успешно,нет,0.0
